L21_V015,25605
L21_V008,25020
L21_V024,19530
L21_V024,19770
L21_V008,24390
L21_V018,19230
L22_V014,14189
L21_V015,26598
L21_V024,20700
L21_V024,19620
L21_V007,14010
L21_V015,25905
L21_V007,15051
L21_V018,18886
L21_V007,15150
L21_V007,15336
L21_V024,20550
L21_V008,21240
L21_V009,19500
L21_V015,25815
L21_V018,18981
L21_V007,15546
L21_V015,26394
L21_V018,19155
L21_V024,20820
L21_V009,19814
L21_V018,16637
L22_V013,18780
L21_V009,19989
L21_V008,25170
L21_V024,19894
L21_V007,15726
L21_V024,20052
L22_V013,18438
L21_V009,19391
L22_V013,19229
L21_V009,18015
L21_V018,19380
L22_V013,18618
L21_V008,24030
L22_V013,18108
L21_V009,18120
L21_V014,23679
L22_V014,13826
L22_V007,10860
L21_V018,18750
L22_V023,15150
L22_V013,17538
L21_V015,26510
L21_V024,20138
L21_V007,14841
L22_V013,18893
L22_V014,13311
L22_V013,17873
L21_V009,18980
L21_V018,18616
L21_V018,16534
L21_V018,18529
L21_V015,26061
L22_V021,18317
L21_V008,25294
L22_V014,13208
L21_V018,19709
L21_V008,24300
L21_V007,14130
L21_V008,25320
L21_V024,20460
L21_V008,24145
L21_V008,23927
L22_V013,19070
L22_V013,18296
L21_V018,19470
L21_V014,23547
L22_V013,17448
L21_V009,19299
L22_V013,17967
L21_V015,25377
L21_V018,18442
L21_V018,19633
L21_V008,24664
L21_V024,19982
L21_V014,22599
L22_V013,17687
L21_V024,20360
L21_V024,20207
L21_V009,19082
L21_V021,18893
L21_V008,24489
L22_V022,15215
L21_V015,25514
L27_V015,2025
L21_V008,24750
L21_V014,23355
L22_V021,14774
L21_V005,25029
L21_V003,23190
L25_V057,26849
L30_V003,7797
L25_V066,15899
L21_V015,26295
