L30_V017,3010
L30_V017,2915
L30_V017,5373
L30_V017,2640
L30_V017,2605
L30_V017,1870
L30_V017,1930
L30_V017,2353
L30_V017,2308
L30_V017,2718
L30_V017,6640
L30_V017,6639
L30_V017,2986
L30_V017,2333
L30_V017,2309
L30_V017,6759
L30_V017,5308
L30_V017,2732
L30_V017,6897
L30_V017,5309
L30_V017,5357
L30_V017,5494
L30_V017,5374
L30_V017,2717
L30_V017,3079
L30_V017,2249
L30_V017,5638
L30_V017,4245
L30_V017,4656
L30_V017,1947
L30_V017,4221
L30_V017,2248
L30_V017,6920
L30_V017,5081
L30_V017,5776
L30_V017,5225
L30_V017,5680
L30_V017,4132
L30_V017,2009
L30_V017,4388
L30_V017,5920
L30_V017,4364
L30_V017,3140
L30_V017,4172
L30_V017,3743
L30_V017,4363
L30_V017,1200
L30_V017,4004
L30_V017,1285
L30_V017,7020
L30_V017,2879
L30_V017,1381
L30_V017,6260
L30_V017,6332
L30_V017,3080
L30_V017,840
L30_V017,4101
L30_V017,3958
L30_V017,3934
L30_V017,640
L30_V017,5943
L30_V017,7045
L30_V017,6062
L30_V017,3422
L30_V017,4986
L30_V017,3695
L30_V017,2354
L30_V017,6205
L24_V038,152
L30_V017,4362
L30_V017,816
L30_V017,6039
L30_V017,2602
L21_V006,8649
L30_V017,4133
L24_V029,456
L24_V038,657
L30_V017,6110
L30_V017,3627
L24_V014,5770
L24_V023,6113
L24_V038,759
L30_V017,2410
L30_V017,1680
L30_V017,3565
L24_V029,377
L30_V017,4173
L24_V027,608
L24_V007,620
L24_V036,7751
L30_V017,1147
L24_V030,608
L30_V017,6476
L22_V024,19273
L29_V005,10952
L24_V030,545
L24_V007,528
L30_V017,3278
L24_V014,5828
L21_V006,8679
