L30_V034,3747
L30_V092,4183
L30_V092,2491
L30_V034,3879
L30_V034,4154
L30_V092,4235
L30_V034,2910
L30_V034,4723
L30_V034,3854
L30_V034,4106
L30_V034,2331
L30_V034,2475
L30_V034,4674
L22_V004,5505
L30_V034,3676
L30_V034,4579
L30_V034,2187
L30_V034,3321
L30_V034,3465
L30_V034,4676
L30_V034,3614
L30_V034,3513
L30_V092,4231
L22_V001,18563
L30_V034,4867
L30_V034,1875
L30_V092,3839
L30_V034,2043
L30_V034,1898
L30_V034,3609
L30_V034,3105
L30_V022,415
L30_V034,3177
L30_V034,4435
L30_V034,2886
L22_V019,2594
L30_V092,3815
L22_V002,450
L30_V034,4339
L30_V092,3792
L30_V055,689
L30_V034,3770
L25_V010,33150
L22_V028,11253
L30_V072,2005
L30_V055,4893
L30_V055,641
L30_V072,1745
L22_V012,19005
L25_V010,32850
L30_V092,417
L25_V054,20850
L25_V061,32382
L25_V010,32550
L30_V092,2341
L25_V081,30600
L30_V003,3181
L30_V005,432
L25_V081,30150
L22_V002,436
L25_V054,32550
L25_V054,20250
L25_V010,33000
L25_V010,32700
L30_V092,4065
L25_V010,32400
L25_V054,20700
L25_V010,9600
L25_V081,27900
L25_V049,1305
L25_V054,20100
L30_V073,4570
L30_V072,2030
L25_V048,1563
L25_V081,30000
L25_V010,29400
L25_V010,32250
L30_V072,1776
L30_V061,7189
L25_V010,10200
L30_V096,85
L25_V081,19650
L25_V081,19800
L30_V003,7289
L25_V054,21000
L25_V054,21300
L25_V054,21600
L25_V081,18000
L25_V037,19609
L25_V054,34500
L25_V088,16228
L25_V086,14341
L25_V010,10050
L25_V010,9150
L25_V054,33000
L25_V041,34591
L25_V012,5396
L25_V054,20400
L25_V054,34350
L25_V081,28350
