L21_V029,10908
L21_V029,11232
L21_V029,11118
L21_V029,11555
L21_V029,10782
L21_V029,11345
L21_V029,11762
L22_V021,19740
L22_V021,10925
L22_V021,19836
L22_V021,10871
L22_V017,19730
L22_V009,17051
L28_V010,8072
L22_V025,23993
L22_V031,18270
L22_V025,23430
L22_V017,20142
L22_V014,25692
L22_V025,23586
L22_V025,23724
L22_V010,5359
L29_V004,15930
L22_V025,24081
L21_V014,5346
L29_V004,20636
L29_V016,18167
L22_V025,23121
L22_V021,29388
L29_V016,19078
L22_V011,27569
L29_V004,22832
L21_V024,18394
L21_V003,5844
L21_V019,839
L29_V004,22833
L22_V022,18632
L21_V009,7514
L21_V003,5970
L21_V017,5357
L22_V031,18414
L22_V009,8665
L22_V022,21543
L21_V017,587
L22_V021,19605
L21_V021,9162
L28_V004,24425
L21_V011,11070
L21_V019,768
L21_V012,4554
L29_V009,16740
L29_V016,16013
L21_V021,9306
L21_V011,10337
L21_V027,30600
L24_V025,10184
L21_V019,618
L29_V016,12690
L21_V009,7230
L21_V019,5709
L22_V025,23871
L22_V002,14094
L21_V019,7848
L22_V010,5550
L29_V003,20850
L22_V015,30479
L30_V040,1309
L22_V003,16269
L21_V030,28215
L21_V021,9105
L21_V015,24560
L22_V017,10515
L21_V027,30570
L29_V016,14040
L21_V017,5465
L29_V016,12595
L21_V013,5078
L22_V006,17781
L22_V025,23768
L21_V006,27111
L30_V096,634
L21_V017,5420
L29_V016,19980
L21_V011,7994
L22_V012,11459
L21_V011,11027
L22_V031,18178
L21_V018,8867
L28_V010,8100
L22_V022,20013
L28_V008,19170
L22_V014,5967
L22_V005,7701
L22_V025,28817
L29_V023,22947
L22_V031,18990
L22_V011,12569
L21_V017,5556
L29_V003,20425
L22_V022,20954
