L21_V027,26831
L21_V027,20226
L21_V027,26706
L21_V027,26970
L21_V027,20156
L21_V027,27293
L21_V027,27323
L21_V027,27900
L21_V027,27477
L21_V027,27738
L21_V027,27648
L21_V015,37790
L21_V016,28275
L21_V027,27533
L21_V028,28269
L22_V013,10341
L21_V016,19668
L22_V023,5377
L28_V019,17522
L21_V015,38252
L30_V087,3919
L28_V019,17550
L21_V002,29432
L21_V028,28239
L22_V028,17187
L21_V015,38184
L22_V025,11418
L23_V016,675
L22_V013,37149
L21_V015,38411
L28_V019,17820
L21_V015,37385
L25_V022,21537
L21_V016,19557
L21_V025,28661
L21_V016,29112
L25_V057,14224
L23_V014,2125
L21_V027,20355
L30_V096,204
L21_V029,28182
L21_V016,29504
L24_V003,9344
L22_V030,7117
L28_V017,14175
L21_V025,8647
L21_V027,27113
L21_V016,28671
L21_V015,37491
L25_V061,13316
L21_V018,24992
L30_V096,815
L28_V020,4725
L21_V014,31560
L30_V096,688
L22_V023,5344
L28_V001,218
L22_V021,35742
L21_V026,32475
L25_V034,35580
L22_V001,19659
L29_V019,7547
L25_V013,28492
L21_V002,29978
L22_V020,38505
L22_V013,16299
L28_V019,17685
L22_V026,8882
L28_V016,23760
L22_V019,17457
L21_V015,37526
L25_V070,31285
L25_V048,52894
L30_V025,2725
L22_V023,6092
L30_V025,2797
L25_V066,29679
L22_V023,5215
L22_V002,16663
L25_V007,847
L25_V012,29689
L28_V012,22140
L22_V001,19764
L28_V010,10824
L22_V020,37134
L22_V020,37853
L25_V067,23099
L22_V004,37944
L21_V015,37250
L25_V020,5773
L22_V023,6420
L22_V025,10764
L28_V020,4526
L28_V020,4771
L21_V013,19478
L24_V003,1920
L23_V002,8795
L22_V026,8837
L28_V020,4860
L22_V026,620
