L27_V007,4611,"Hỏa hồng Nhựt Tảo oanh thiên địa, Kiếm bạc Kiên Giang khốc quỷ thần"
L28_V007,17280,"Hỏa hồng Nhựt Tảo oanh thiên địa, Kiếm bạc Kiên Giang khốc quỷ thần"
L28_V015,9578,"Hỏa hồng Nhựt Tảo oanh thiên địa, Kiếm bạc Kiên Giang khốc quỷ thần"
L28_V007,17550,"Hỏa hồng Nhựt Tảo oanh thiên địa, Kiếm bạc Kiên Giang khốc quỷ thần"
L28_V011,12120,"Hỏa hồng Nhựt Tảo oanh thiên địa, Kiếm bạc Kiên Giang khốc quỷ thần"
L28_V015,9443,"Hỏa hồng Nhựt Tảo oanh thiên địa, Kiếm bạc Kiên Giang khốc quỷ thần"
L28_V012,19710,"Hỏa hồng Nhựt Tảo oanh thiên địa, Kiếm bạc Kiên Giang khốc quỷ thần"
L28_V007,17085,"Hỏa hồng Nhựt Tảo oanh thiên địa, Kiếm bạc Kiên Giang khốc quỷ thần"
L28_V006,27135,"Hỏa hồng Nhựt Tảo oanh thiên địa, Kiếm bạc Kiên Giang khốc quỷ thần"
L28_V020,6006,"Hỏa hồng Nhựt Tảo oanh thiên địa, Kiếm bạc Kiên Giang khốc quỷ thần"
L28_V007,16533,"Hỏa hồng Nhựt Tảo oanh thiên địa, Kiếm bạc Kiên Giang khốc quỷ thần"
L27_V010,4860,"Hỏa hồng Nhựt Tảo oanh thiên địa, Kiếm bạc Kiên Giang khốc quỷ thần"
L28_V012,19575,"Hỏa hồng Nhựt Tảo oanh thiên địa, Kiếm bạc Kiên Giang khốc quỷ thần"
L28_V007,17195,"Hỏa hồng Nhựt Tảo oanh thiên địa, Kiếm bạc Kiên Giang khốc quỷ thần"
L28_V007,17415,"Hỏa hồng Nhựt Tảo oanh thiên địa, Kiếm bạc Kiên Giang khốc quỷ thần"
L28_V009,27019,"Hỏa hồng Nhựt Tảo oanh thiên địa, Kiếm bạc Kiên Giang khốc quỷ thần"
L28_V012,21195,"Hỏa hồng Nhựt Tảo oanh thiên địa, Kiếm bạc Kiên Giang khốc quỷ thần"
L28_V012,21060,"Hỏa hồng Nhựt Tảo oanh thiên địa, Kiếm bạc Kiên Giang khốc quỷ thần"
L28_V011,12150,"Hỏa hồng Nhựt Tảo oanh thiên địa, Kiếm bạc Kiên Giang khốc quỷ thần"
