L23_V025,12625
L23_V005,5750
L23_V015,6539
L23_V015,6466
L23_V015,6531
L23_V011,9000
L23_V011,8875
L23_V015,6679
L23_V007,9119
L23_V005,2375
L23_V012,9428
L23_V025,20500
L23_V011,6375
L23_V018,3975
L23_V019,7867
L23_V007,5720
L23_V008,4250
L23_V007,3918
L23_V006,6875
L23_V005,5783
L23_V023,6698
L23_V022,6570
L23_V011,6250
L23_V018,6734
L23_V011,6625
L23_V024,6875
L21_V013,28653
L23_V018,10175
L23_V025,12500
L23_V003,6267
L23_V023,6875
L23_V008,4125
L23_V005,2364
L23_V010,5000
L23_V003,6126
L23_V007,5460
L23_V008,4375
L23_V015,6617
L23_V005,2500
L23_V012,9281
L23_V024,6865
L23_V005,2958
L23_V011,6500
L23_V006,6844
L23_V013,3440
L23_V018,6809
L23_V005,5625
L23_V012,9185
L23_V011,9125
L23_V011,9186
L23_V018,10350
L23_V013,6479
L23_V011,9250
L23_V018,7326
L23_V023,7050
L23_V020,5489
L23_V015,6027
L23_V003,6195
L23_V003,2198
L23_V001,4000
L23_V005,5519
L23_V011,6644
L23_V018,5475
L23_V015,6372
L23_V015,6161
L23_V010,7375
L23_V002,9620
L23_V007,341
L23_V010,7000
L23_V020,1426
L23_V012,9514
L23_V021,12853
L23_V013,3997
L23_V008,3875
L23_V001,1625
L23_V013,3765
L23_V021,5396
L23_V008,4000
L23_V011,8648
L23_V015,2573
L23_V025,20625
L23_V011,8750
L23_V021,5134
L23_V010,4875
L23_V004,7641
L23_V020,1525
L23_V021,13066
L23_V013,6447
L23_V025,12375
L23_V013,3950
L23_V018,3845
L23_V010,5125
L23_V003,2134
L23_V011,3376
L23_V002,9492
L23_V008,3000
L23_V013,3413
L23_V013,4504
L23_V012,7131
L23_V006,6718
