L22_V030,18327
L22_V001,18695
L22_V001,18755
L30_V022,1106
L30_V022,1010
L22_V001,19134
L30_V022,557
L22_V001,18563
L22_V001,19073
L30_V072,1904
L30_V022,415
L25_V054,30600
L22_V001,18885
L30_V034,4011
L22_V001,18135
L22_V001,18431
L25_V088,16228
L22_V001,18942
L25_V014,18899
L25_V075,28112
L22_V027,20702
L25_V071,15554
L30_V034,6257
L25_V083,17303
L25_V051,27877
L22_V011,14691
L30_V022,1118
L30_V072,1962
L22_V006,3177
L22_V014,8628
L25_V047,16876
L22_V001,18230
L22_V027,21153
L22_V027,21086
L22_V010,10844
L25_V080,14390
L30_V034,5248
L22_V004,38303
L25_V059,18774
L21_V003,5970
L29_V007,3504
L25_V051,27925
L30_V055,5050
L25_V056,19077
L22_V025,13977
L25_V084,23620
L30_V072,1848
L22_V027,20978
L29_V005,19964
L27_V009,7826
L22_V025,13500
L30_V031,3070
L22_V018,12261
L25_V055,13508
L25_V021,16199
L25_V044,16500
L25_V044,16471
L30_V034,6233
L25_V071,15601
L25_V083,17350
L22_V030,17700
L25_V073,19869
L25_V069,26932
L25_V011,9292
L25_V073,19800
L25_V053,14700
L27_V009,7830
L25_V075,28158
L25_V027,24621
L25_V063,17953
L25_V049,19049
L27_V009,7091
L25_V066,16349
L22_V019,20282
L25_V073,19773
L25_V065,14466
L25_V076,22098
L25_V042,24411
L25_V045,18014
L25_V062,19374
L25_V072,12093
L22_V014,8538
L25_V068,23845
L25_V067,23852
L25_V086,33592
L25_V064,15762
L25_V001,20172
L25_V054,30649
L25_V046,10866
L25_V077,20019
L25_V026,23863
L25_V074,26778
L27_V010,13230
L25_V079,15000
L21_V025,23580
L25_V003,15194
L24_V038,10640
L21_V006,8073
L25_V036,24840
L25_V019,11895
