L27_V013,4995
L27_V013,5050
L27_V013,5136
L27_V013,4941
L27_V013,5130
L27_V013,784
L27_V013,5819
L27_V013,6152
L27_V013,810
L27_V013,4533
L28_V020,18765
L27_V013,6224
L27_V013,4860
L28_V020,23490
L28_V022,9585
L27_V013,3990
L27_V013,3399
L27_V013,5293
L27_V013,4590
L28_V020,22029
L27_V014,14310
L28_V022,14850
L27_V013,4050
L28_V020,21735
L28_V020,22140
L28_V020,21870
L28_V020,18745
L27_V013,3375
L27_V013,3599
L28_V020,17955
L27_V013,6453
L28_V020,22005
L27_V013,4699
L28_V022,14807
L27_V013,4455
L27_V013,4611
L28_V020,22163
L27_V013,6615
L28_V020,21465
L28_V020,19305
L28_V020,23403
L27_V013,3645
L28_V020,23625
L27_V013,5574
L27_V013,5400
L28_V022,9568
L27_V013,6480
L27_V013,3779
L27_V013,675
L27_V013,4725
L27_V013,3915
L27_V013,814
L28_V020,22275
L27_V013,6538
L28_V020,17861
L28_V020,26189
L28_V020,25979
L27_V013,6278
L27_V013,3496
L28_V020,21386
L28_V020,17444
L28_V022,18900
L28_V020,21698
L27_V013,9407
L28_V022,18765
L28_V022,10260
L27_V013,9450
L28_V020,18090
L27_V013,5366
L28_V022,17820
L29_V018,4455
L27_V013,614
L27_V013,7273
L28_V022,19497
L28_V020,18225
L28_V020,17550
L27_V014,14175
L28_V022,19575
L28_V020,26055
L28_V022,17816
L28_V020,23760
L28_V020,23355
L27_V013,3454
L28_V020,26325
L28_V020,24456
L27_V013,3344
L27_V013,4209
L28_V020,24435
L27_V013,6686
L27_V013,3844
L28_V020,18440
L27_V013,5670
L27_V013,3240
L28_V020,24794
L27_V014,13847
L27_V013,2382
L27_V013,5940
L27_V013,3218
L27_V013,4098
L28_V022,10051
