L25_V013,24449
L21_V002,24756
L21_V002,24597
L25_V013,24599
L25_V039,8688
L25_V013,24434
L25_V013,24749
L21_V002,24881
L21_V002,24285
L21_V002,25266
L21_V025,20130
L25_V039,8699
L30_V094,4655
L25_V039,8549
L21_V015,23582
L22_V011,20070
L22_V010,13619
L25_V059,6188
L21_V031,17607
L25_V039,10799
L22_V022,21975
L21_V025,19186
L25_V050,39570
L22_V011,19893
L22_V011,19404
L25_V018,1479
L25_V012,29724
L25_V026,39958
L22_V021,15035
L25_V079,24732
L25_V047,31850
L29_V004,13500
L25_V010,53820
L25_V054,1712
L25_V080,2068
L25_V037,1478
L25_V035,4371
L25_V020,5808
L25_V087,39440
L25_V039,9599
L25_V039,9449
L25_V041,7364
L30_V088,5022
L25_V055,1388
L25_V036,1772
L25_V035,4369
L25_V044,28989
L25_V065,27326
L25_V029,32539
L25_V022,1160
L25_V024,1574
L25_V019,1803
L25_V042,1027
L25_V068,42587
L25_V008,15899
L25_V083,25851
L28_V009,17145
L25_V043,22529
L29_V004,20642
L25_V006,5768
L25_V060,1672
L22_V019,4284
L25_V007,882
L30_V094,2188
L25_V029,32542
L25_V057,15659
L30_V094,4607
L21_V008,10132
L25_V033,1027
L25_V020,4479
L29_V004,4766
L25_V015,31920
L25_V039,2987
L25_V029,32541
L25_V077,1081
L22_V021,18317
L25_V063,34078
L25_V051,49101
L25_V064,27872
L25_V002,2072
L25_V003,3736
L21_V002,23726
L25_V016,38479
L25_V005,1277
L25_V060,1671
L21_V026,24534
L25_V021,30793
L25_V022,22972
L22_V008,13793
L29_V004,20208
L25_V040,13499
L25_V032,40232
L25_V052,39450
L25_V045,33235
L25_V020,4329
L22_V009,14430
L25_V039,9149
L25_V080,2069
L22_V021,14975
L25_V039,9299
