L30_V072,1745,"Giang Ly"
L30_V072,1496,"Giang Ly"
L30_V072,1360,"Giang Ly"
L30_V072,1384,"Không xác định"
L30_V072,1520,"Giang Ly"
L30_V072,1776,"Giang Ly"
L30_V072,1792,"Giang Ly"
L30_V072,1420,"Giang Ly"
L30_V072,1561,"Giang Ly"
L30_V072,992,"Giang Ly"
L30_V072,1646,"Giang Ly"
L30_V072,1627,"Giang Ly"
L30_V072,965,"Giang Ly"
L30_V072,917,"Giang Ly"
L30_V072,1240,"Giang Ly"
L30_V072,1192,"Giang Ly"
L30_V072,1074,"Giang Ly"
L30_V072,1264,"Giang Ly"
L30_V072,1098,"Giang Ly"
L30_V072,588,"Giang Ly"
L30_V072,426,"Giang Ly"
L30_V072,2005,"Giang Ly"
L30_V072,1848,"Giang Ly"
L30_V072,2030,"Giang Ly"
L30_V072,1962,"Giang Ly"
L30_V072,1904,"Giang Ly"
L30_V031,3155,"Giang Ly"
L21_V009,387,"Giang Ly"
L30_V034,5248,"Giang Ly"
L30_V092,417,"Giang Ly"
L30_V034,5296,"Giang Ly"
L30_V022,415,"Giang Ly"
L21_V013,27075,"Giang Ly"
L30_V036,2004,"Giang Ly"
L30_V034,6124,"Giang Ly"
L22_V006,3080,"Giang Ly"
L30_V034,5832,"Giang Ly"
L22_V029,5481,"Giang Ly"
L30_V034,3747,"Giang Ly"
L30_V073,4433,"Giang Ly"
L30_V073,4586,"Giang Ly"
L30_V034,4106,"Giang Ly"
L22_V029,4935,"Giang Ly"
L22_V019,2709,"Giang Ly"
L30_V021,1207,"Giang Ly"
L30_V073,4668,"Giang Ly"
L30_V073,4716,"Giang Ly"
L30_V031,2348,"Giang Ly"
L21_V009,1560,"Giang Ly"
L30_V092,4183,"Giang Ly"
L30_V021,635,"Giang Ly"
L30_V091,5321,"Giang Ly"
L30_V073,4570,"Giang Ly"
L30_V092,3532,"Giang Ly"
L30_V092,1089,"Giang Ly"
L30_V021,1698,"Giang Ly"
L30_V021,2423,"Giang Ly"
L30_V034,3879,"Giang Ly"
L30_V092,684,"Giang Ly"
L30_V092,660,"Giang Ly"
L22_V006,2771,"Giang Ly"
L30_V073,4361,"Giang Ly"
L30_V036,470,"Giang Ly"
L30_V092,3569,"Giang Ly"
L30_V019,4203,"Giang Ly"
L30_V021,2426,"Giang Ly"
L30_V092,1359,"Giang Ly"
L30_V092,2224,"Giang Ly"
L30_V091,3347,"Giang Ly"
L22_V029,456,"Giang Ly"
L30_V092,2296,"Giang Ly"
L28_V023,1350,"Giang Ly"
L30_V034,6052,"Giang Ly"
L30_V034,4154,"Giang Ly"
L30_V034,4435,"Giang Ly"
L21_V009,1853,"Giang Ly"
L30_V061,7189,"Giang Ly"
L30_V073,3488,"Giang Ly"
L30_V034,3676,"Giang Ly"
L30_V073,4498,"Giang Ly"
L21_V014,7974,"Giang Ly"
L30_V021,766,"Giang Ly"
L30_V073,4938,"Giang Ly"
L22_V006,2861,"Giang Ly"
L30_V034,3609,"Giang Ly"
L30_V034,3513,"Giang Ly"
L30_V073,4986,"Giang Ly"
L30_V034,3854,"Giang Ly"
L30_V034,2886,"Giang Ly"
L30_V092,3792,"Giang Ly"
L30_V092,2491,"Giang Ly"
L30_V092,3508,"Giang Ly"
L30_V021,632,"Giang Ly"
L22_V004,6909,"Giang Ly"
L30_V091,3468,"Giang Ly"
L30_V092,3815,"Giang Ly"
L30_V021,633,"Giang Ly"
L30_V031,2923,"Giang Ly"
L30_V021,1231,"Giang Ly"
L21_V013,26880,"Giang Ly"
