L23_V007,9119
L23_V005,5750
L23_V007,5720
L23_V007,3918
L23_V012,9428
L23_V025,12625
L23_V008,4125
L23_V007,3246
L23_V008,4250
L23_V007,5460
L23_V018,6809
L23_V005,2375
L23_V013,3440
L23_V007,975
L23_V015,6466
L23_V011,9000
L23_V021,4898
L23_V021,12853
L23_V022,6570
L23_V005,5783
L21_V013,28653
L23_V010,4000
L23_V006,6875
L23_V025,20500
L23_V023,6698
L23_V015,6679
L23_V015,6531
L23_V015,6161
L23_V018,6734
L23_V012,9514
L23_V025,12500
L23_V012,9185
L23_V002,2661
L23_V008,4000
L23_V015,6539
L23_V015,6027
L23_V018,3975
L23_V007,7186
L23_V020,5489
L23_V020,5322
L23_V018,811
L23_V012,9281
L23_V010,4875
L23_V002,9620
L23_V001,2625
L23_V013,6479
L23_V005,2364
L23_V011,8875
L23_V018,9998
L23_V010,6901
L23_V013,0
L23_V018,5301
L23_V008,3875
L23_V015,2573
L23_V007,2186
L23_V011,6375
L23_V013,3515
L23_V003,6126
L23_V013,3413
L23_V002,9492
L23_V005,5519
L23_V007,3500
L23_V018,10175
L23_V013,2493
L23_V010,5000
L23_V013,117
L23_V021,12880
L23_V003,4667
L23_V009,1905
L23_V018,10350
L23_V021,7920
L23_V010,7000
L23_V011,6250
L23_V006,6844
L23_V005,2500
L23_V014,1375
L23_V021,13066
L23_V019,7692
L23_V007,848
L23_V013,3765
L23_V010,5125
L23_V015,2673
L23_V007,6452
L23_V018,5475
L23_V014,1875
L23_V002,9410
L23_V019,7867
L23_V024,6865
L23_V011,6625
L23_V013,3501
L23_V011,9250
L23_V011,9186
L23_V001,1625
L23_V003,6267
L23_V004,7750
L23_V013,6447
L23_V010,3875
L23_V021,5396
L23_V011,6644
L23_V013,3890
